MID	NAME	ID1	ID2	ID3	PARTY1	PARTY2	PARTY3	PARTY1N	PARTY2N	PARTY3N	GMP12	X12	Y12	CLA12_O	X12_O	Y12_O	GMP22	X22	Y22	CLA22_O	X22_O	Y22_O	GMP32	X32	Y32	CLA32_O	X32_O	Y32_O	DIM1PL	DIM2PL	CLA_PO	X_PO	Y_PO	SCAL7121	SCAL7122	SCAL7111	SCAL7112	SCALE781	SCALE782	SCALE751	SCALE752	SCALE741	SCALE742	SCA7101	SCA7102	SCA7103	SCA731	SCA732	SCA771	SCA772	SCA761	SCA762	SCA791	SCA792	MORICE
415	"Faggianelli"		230	216	"Not seated"	"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"							.789	.701	.585	.942	.308256	.158443	.816	.634	.349	.94	.1144528	.1739088	-.888	-.155	.913	.019	-.748					2	1															2	1
416	"Fagon"	247			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.917	.817	.244	.991	.5811456	-.1634472													-.535	-.049	.991	.057	-.54											2	"not dissident"	0									
417	"Fajon"	248	231	217	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.966	-.945	-.328	1	-.997728	-.1787281	.991	-.84	-.542	1	-1.208443	-.3879504	.802	-.334	1	.012	.805																						
418	"Faraud"	249	232	218	"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.95	.697	-.717	.982	.4592088	-.8146416	.946	.244	.64	1	-.663936	.216557	.953	.352	.936	1	0	.5767232	-.151	-.761	.995	.016	-.129	1	2																				
419	"Farine"	250			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.91	.832	.25	.988	.5500128	-.1634472													-.507	-.062	.985	.05	-.488											2	"not dissident"	0									
420	"Farinez"	251			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.89	.754	.403	.973	.5941176	0													-.52	.001	.97	.014	-.509											2	"not dissident"	1									
421	"Fauchon"			219	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.847	.794	.272	.984	.59456	-.0416192	-.754	.072	.968	.048	-.398																						
422	"Faure E."	252	233	220	"Radical-Soc."	"Radical-Soc."	"Rad. (Faure)"	"Radical"	"Radical"	"Radical"	.869	.667	.367	.971	.7549704	.1971744	.837	.756	.655	.958	.408576	.1672149	.743	.649	.33	.921	.5321312	.2630928	-.597	-.021	.94	.003	-.813					2											0	0					
423	"Faure M."		234	221	"Not seated"	"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"							.779	.649	.761	.948	.359328	.3070175	.896	.549	.832	.993	.3284944	1.049398	-1.121	-.36	.914	.071	-.771					3	0														4	2	0
424	"Fauvel"	253			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.932	.825	.214	.991	.5811456	-.1634472													-.481	-.068	.988	.058	-.496											2	"not dissident"	0									
425	"Fayet"	254	235		"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"	"Not Seated"	.979	-.663	-.749	1	-.921012	-.0985872	.966	-.945	-.328	1	-.997728	-.1787281							.813	-.346	.997	.01	.803																						
426	"Faze]"	448			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.754	.504	.446	.904	.4047264	.272412													-.334	.117	.864	.003	-.537											2	"not dissident"	0									
427	"Febvay"			222	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.841	.942	.017	.98	.549968	-.3894368	-.096	.523	.993	.006	-.094																		2	2			
428	"Felice"		237	223	"Not seated"	"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"							.788	.614	.789	.946	.198816	.2697369	.902	.51	.777	.986	.0639152	.4697024	-.836	-.489	.929	.008	-.809					1	0														4	"favor school aid"	0
429	"Felix-Tch."	256	238	224	"Communiste"	"Rass. Dem. Afr."	"UDSR"	"Communist"	"Radical"	"Radical"	.754	-.125	-.399	.914	-.7419984	-.0415104	.761	.605	.542	.928	.167808	.1803728	.83	.562	.292	.943	.1010752	.1694496	.22	.243	.865	.002	.18					2	0																
430	"Felix"	255			"PRL"	"Not seated"	"Not seated"	"Right"	"Not Seated"	"Not Seated"	.814	.441	.897	.976	.3398664	1.258284													-.385	.4	.983	.027	-.383														2	1							
431	"Feron"			225	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.819	.935	.021	.962	.7461728	-.423624	-.098	.552	.969	.015	-.088																		2	2			
432	"Ferrand"			226	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.903	.617	.7	.98	.2705248	.245256	-.441	-.003	.986	.081	-.425																						
433	"Ferrand"			227	"Not seated"	"Not seated"	"Progressiste"	"Not seated"	"Not Seated"	"Other"													.908	-.704	-.399	.98	-.639152	-.2289056	.672	-.127	.973	.467	.555																						
434	"Ferri"		239		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.827	.735	-.678	.955	.249888	-.1858553							-.03	.393	.941	.034	-.033							2	2														
435	"Fievez"	257			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.99	-.859	-.511	1	-1.027382	-.4358592													.587	0	1	.446	.654																						
436	"Finet"	258			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.936	.825	.233	.997	.5500128	-.1634472													-.507	-.062	.994	.05	-.488											2	"dissident"	0									
437	"Finet"	259			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
438	"Flachicr"	260			"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"																																													
439	"Flandin"		240		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.783	.656	-.754	.91	.187872	-.2198465							-.027	.367	.902	.019	-.03							1	1														
440	"Florand"	261	241		"Socialiste"	"Socialiste"	"Not seated"	"Socialist"	"Socialist"	"Not Seated"	.905	.638	-.622	.939	.4462368	-.791292	.946	.242	.602	1	-.663936	.2044956							-.129	-.767	.991	.025	-.109																						
441	"Fonlubt-Es"	262	242		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.934	.826	.203	.997	.5811456	-.1634472	.808	.738	.465	.949	.386688	.029057							-.521	-.09	.983	.032	-.503			2	1							2	"not dissident"	0									
442	"Fontanet"			228	"Not seated"	"Not seated"	"MRP"	"Not seated"	"Not Seated"	"Christian Democrat"													.875	.613	.616	.965	.3061984	.2660656	-.531	-.05	.972	.028	-.51																						
443	"Forcinal"	263	243		"UDSR"	"Non Inscrit"	"Not seated"	"Radical"	"Radical"	"Not Seated"	.768	.51	.096	.92	.5629848	.544824	.658	.589	.76	.886	.124032	.1973684							-.551	-.351	.867	.009	-.607					1	0										0	0					
444	"Fouchet"		244		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.82	.653	-.65	.934	.176928	-.1595395							-.032	.335	.96	.003	-.035							1	3														
445	"Fouques-Du."		245		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.84	.697	-.684	.947	.253536	-.1195175							-.046	.37	.965	.034	-.058							3	2														
446	"Fourcade"		246	229	"Not seated"	"Rep. Indep."	"IPAS"	"Not seated"	"Right"	"Right"							.874	.981	.012	.962	.589152	.0038377	.811	.9	-.086	.962	.5380768	-.5098352	-.284	.642	.939	.027	-.296									2	0								4	2			
447	"Fourvel"		247	230	"Not seated"	"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"							.965	-.943	-.333	1	-.997728	-.1787281	.992	-.844	-.537	1	-1.208443	-.3879504	.803	-.335	1	.014	.804																						
448	"Fouyet"	264	248		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.843	.726	.353	.967	.635628	-.12972	.7	.694	.343	.897	.384864	.0202851							-.532	-.104	.938	.007	-.514			0	1							2	"not dissident"	0									
449	"Francois"	265	249	231	"Communiste"	"Communiste"	"UDSR"	"Communist"	"Communist"	"Radical"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.785	.623	.311	.925	.4919984	.9007584	.804	-.342	.902	.01	.803																						
450	"Frederic-D"	266	250	232	"PRL"	"RPF, URAS, RS"	"IPAS"	"Right"	"Gaullist"	"Right"	.842	.181	.984	.993	-.0466992	1.489186	.803	.782	-.573	.943	.441408	-.2527412	.756	.85	.154	.92	.8606256	-.3240352	-.138	.518	.957	.009	-.156														4	4			1	0			
451	"Fredet"	267	251		"PRL"	"Rep. Indep."	"Not seated"	"Right"	"Right"	"Not Seated"	.814	.324	.946	.986	.1764192	1.32055	.861	.906	-.281	.956	.691296	-.1069079							-.2	.579	.962	.058	-.237									3	2				4	2							
452	"Froment"	268			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.95	.697	-.717	.982	.4592088	-.8146416													-.136	-.823	.988	.079	-.123																						
453	"Frugier"		252		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.827	.761	-.649	.953	.35568	-.2171053							.119	.658	.961	.019	.081							2															
454	"Fulchiro"			233	"Not seated"	"Not seated"	"Not seated"	"Not seated"	"Not Seated"	"Not Seated"													.781	.924	-.089	.964	.6480704	-.564832	-.106	.702	.945	.087	-.145																		4				
455	"Furaud"	269	253		"MRP"	"RPF, URAS, RS"	"Not seated"	"Christian Democrat"	"Gaullist"	"Not Seated"	.809	.185	.711	.972	-.181608	1.164886	.862	.694	-.72	.957	.244416	-.212171							-.033	.382	.948	.01	-.028							2	1			2	"not dissident"	0									
456	"Gabelle"	270	254	234	"MRP"	"MRP"	"MRP"	"Christian Democrat"	"Christian Democrat"	"Christian Democrat"	.942	.85	.199	1	.5759568	-.168636	.783	.749	.411	.938	.384864	.0202851	.91	.609	.742	.98	.2957936	.282416	-.516	-.077	.975	.021	-.503			1	1							2	"not dissident"	0									
457	"Gaborit"	271	255	235	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.784	.501	.331	.949	.4877472	.4202928	.778	.655	.756	.943	.375744	.3026316	.74	.598	.233	.921	.0460784	.1902592	-.945	-.286	.867	.01	-.626					3	0										0	1				"favor school aid"	1
458	"Gabriel-"		256	236	"Not seated"	"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"							.965	-.943	-.333	1	-.997728	-.1787281	.992	-.84	-.542	1	-1.208443	-.3879504	.803	-.335	1	.01	.804																						
459	"Gaillard"	272	257	238	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.769	.471	.412	.939	.5526072	.570768	.822	.709	.681	.938	.412224	.2648026	.897	.603	.551	.977	.6376656	.8442752	-.606	-.01	.905	.003	-.606					3	0										0	2			4	2	0
460	"Gaillemi"		258	239	"Not seated"	"Rep. Indep."	"IPAS"	"Not seated"	"Gaullist"	"Right"							.778	.788	-.616	.933	.352032	-.2214912	.811	.928	.083	.968	.7461728	-.423624	-.126	.522	.929	.015	-.092							4	1										2	1			
461	"Galicier"	273	259	240	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.87	-.493	1	-1.027382	-.4358592	.966	-.945	-.328	1	-.997728	-.1787281	.991	-.839	-.544	1	-1.208443	-.5009168	.802	-.334	1	.013	.805																						
462	"Gallet"	274			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.94	.761	.41	.997	.5941176	0													-.519	-.015	.997	.005	-.516											2	"not dissident"	1									
463	"Galy-Gasp."	275	260	241	"Radical-Soc."	"Radical-Soc."	"Radical-Soc."	"Radical"	"Radical"	"Radical"	.849	.634	.136	.964	.570768	.3709992	.723	.577	.756	.932	.114912	.2269737	.761	.517	.276	.912	.0876976	.423624	-.589	-.425	.91	.006	-.549					0	0										0	0			4	"favor school aid"	0
464	"Garaudy"	276		243	"Communiste"	"Not seated"	"Communiste"	"Communist"	"Not Seated"	"Communist"	.984	-.862	-.507	.997	-.856152	-.5085024							.991	-.83	-.557	1	-1.190606	-.2794432	.774	-.15	.998	.189	.772																						
465	"Garavel"	277	261		"Radical-Soc."	"Radical-Soc."	"Not seated"	"Radical"	"Radical"	"Not Seated"	.788	.548	.207	.948	.5526072	.3839712	.762	.646	.764	.93	.368448	.2938597							-.928	-.276	.884	.033	-.613					2	0										0	0					
466	"Garcia"	278			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.87	-.493	1	-1.027382	-.4358592													.587	0	1	.457	.654																						
467	"Gardey"		262		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.791	.637	.771	.959	.384864	.3141447							-.935	-.284	.909	.026	-.766						0																
468	"Garet"	279	263	244	"MRP"	"Rep. Indep."	"IPAS"	"Christian Democrat"	"Right"	"Right"	.855	.574	.457	.935	.5110968	.4747752	.854	.868	.17	.96	.5016	-.0137061	.823	.777	.332	.951	.5588864	-.0327008	-.589	.132	.935	.008	-.563									1	0	2	"not dissident"	1	0	0			1	1			
469	"Garnier"		264	245	"Not seated"	"RPF, URAS, RS"	"Communiste"	"Not seated"	"Gaullist"	"Communist"							.839	.683	-.73	.947	.238944	-.1430921	.992	-.844	-.537	1	-1.208443	-.3879504	.248	.39	.82	.002	.223							2	2														
470	"Gau"	280	265		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.912	.824	.085	.988	.5655792	-.2153352	.66	.682	.384	.885	.384864	.0202851							-.533	-.102	.947	.009	-.526			0	1							1	"not dissident"	0									
471	"Gaubert"		266		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.831	.64	-.769	.924	.196992	-.2072368							-.027	.363	.913	.022	-.016							1	1														
472	"Gaulle"		267		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.873	.609	-.793	.976	.131328	-.1825658							-.02	.357	.96	.03	-.012							0	1														
473	"Gaumont"		268	246	"Not seated"	"RPF, URAS, RS"	"Rep. Soc."	"Not seated"	"Gaullist"	"Gaullist"							.845	.661	-.73	.945	.21888	-.1173246	.765	.623	.112	.958	.1010752	.11148	-.028	.336	.955	.014	-.036							1	2														
474	"Gautier-"			248	"Not seated"	"Not seated"	"Rad. (Faure)"	"Not seated"	"Not Seated"	"Radical"													.653	.686	.211	.89	.549968	.0639152	-.779	.006	.898	.011	-.768																						
475	"Gautier"	281	269	247	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.909	-.48	-.212	.973	-.5841552	-.327008	.811	-.342	.995	.011	.803																						
476	"Gavini"	282	270	249	"Rep. Dem. Soc."	"Rep. Indep."	"IPAS"	"Right"	"Right"	"Right"	.827	.608	.392	.929	.5214744	.479964	.849	.865	.473	.959	.707712	.0449561	.825	.815	.229	.947	.609424	-.2333648	-.623	.226	.94	.002	-.562									1	0				0	0			1	0			
477	"Gay"	283			"MRP"	"Not seated"	"Not seated"	"Christian Democrat"	"Not Seated"	"Not Seated"	.924	.813	.186	.995	.609684	-.2257128													-.59	-.092	.995	.071	-.541											2	"not dissident"	0									
478	"Gazier"	284	271	251	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.928	.713	-.481	.991	.5136912	-.6330336	.945	.245	.644	1	-.663936	.216557	.896	.449	.767	.959	.2274192	.9750784	-.173	-.699	.989	.004	-.156	0	2																				
479	"Genest"	285			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.87	-.493	1	-1.027382	-.4358592													.587	0	1	.461	.654																						
480	"Genton"		272		"Not seated"	"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.79	.681	.732	.931	.37392	.2752193							-.645	.043	.883	.037	-.631					2	1																
481	"Geoffre"	286			"PRL"	"Not seated"	"Not seated"	"Right"	"Not Seated"	"Not Seated"	.844	.244	.97	.993	.0181608	1.543668													-.185	.578	.989	.053	-.279														4	4							
482	"Georges"		273	252	"Not seated"	"RPF, URAS, RS"	"IPAS"	"Not seated"	"Gaullist"	"Right"							.816	.803	-.596	.955	.44688	-.2587719	.8	.915	-.097	.965	.4934848	-.460784	-.083	.545	.947	.012	-.039							4											3	2			
483	"Gernez"	287	274	253	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.95	.699	-.715	.982	.4592088	-.8146416	.945	.245	.622	1	-.663936	.216557	.912	.394	.919	.993	.0044592	.5930736	-.151	-.761	.994	.017	-.132	1	2																				
484	"Gervolino"	288			"UDSR"	"Not seated"	"Not seated"	"Radical"	"Not Seated"	"Not Seated"	.801	.53	.278	.927	.557796	.3398664													-.517	.076	.933	.019	-.482																1	1					
485	"Giacobbi"	289			"Radical-Soc."	"Not seated"	"Not seated"	"Radical"	"Not Seated"	"Not Seated"	.789	.365	.588	.912	.3580272	.933984													-.301	.346	.912	.008	-.364																3	4					
486	"Gilliot"		275		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.833	.646	-.763	.932	.131328	-.1825658							-.019	.356	.929	.037	-.014							2	1														
487	"Ginestet"	290			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.966	-.659	-.752	.996	-.7705368	-.2438736													.605	-.092	.996	.44	.65																						
488	"Ginollin"	291			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.459	.654																						
489	"Giovini"	292	276		"Communiste"	"Communiste"	"Not seated"	"Communist"	"Communist"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281							.802	-.337	1	.015	.799																						
490	"Girard"	293	277	255	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.87	-.493	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.991	-.848	-.531	1	-1.208443	-.5261856	.802	-.334	1	.013	.805																						
491	"Girardot"	294		256	"Communiste"	"Not seated"	"Communiste"	"Communist"	"Not Seated"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592							.992	-.841	-.541	1	-1.208443	-.3879504	.766	0	1	.343	.828																						
492	"Giscard"			257	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.875	.824	.256	1	.6287472	-.1070208	-.426	.216	1	.068	-.325																		1	1			
493	"Godin"	295	278		"Radical-Soc."	"RPF, URAS, RS"	"Not seated"	"Radical"	"Gaullist"	"Not Seated"	.759	.212	.682	.945	-.19458	1.400976	.815	.76	-.65	.953	.432288	-.2944079							-.064	.513	.93	.016	-.064																3	4					
494	"Golvan"		279		"Not seated"	"RPF, URAS, RS"	"Not seated"	"Not seated"	"Gaullist"	"Not Seated"							.835	.672	-.647	.938	.21888	-.1189693							-.018	.345	.948	.013	-.048							2	2														
495	"Gorse"	296			"Socialiste"	"Not seated"	"Not seated"	"Socialist"	"Not Seated"	"Not Seated"	.918	.672	-.627	.973	.4592088	-.8146416													-.136	-.823	.979	.014	-.166																						
496	"Gosnat"	297	280	258	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.966	-.945	-.328	1	-.997728	-.1787281	.992	-.845	-.534	1	-1.208443	-.3879504	.802	-.334	1	.012	.805																						
497	"Gosset"	298	281		"MRP"	"MRP"	"Not seated"	"Christian Democrat"	"Christian Democrat"	"Not Seated"	.924	.955	.152	.994	.635628	-.12972	.8	.761	.415	.953	.390336	.0219298							-.521	-.04	.973	.015	-.515			2	1							2	"not dissident"	0									
498	"Goubert"		282		"Not seated"	"UDSR"	"Not seated"	"Not seated"	"Radical"	"Not Seated"							.841	.707	.465	.971	.31008	.15625							-.465	.061	.951	.011	-.471						1																
499	"Goudoux"	299	283	260	"Communiste"	"Communiste"	"Communiste"	"Communist"	"Communist"	"Communist"	.989	-.861	-.508	1	-1.027382	-.4358592	.965	-.943	-.333	1	-.997728	-.1787281	.992	-.845	-.534	1	-1.208443	-.3879504	.802	-.334	1	.013	.805																						
500	"Gouge"	300			"Communiste"	"Not seated"	"Not seated"	"Communist"	"Not Seated"	"Not Seated"	.989	-.861	-.508	1	-1.027382	-.4358592													.587	0	1	.457	.654																						
501	"Gouin"	301	284	261	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.944	.679	-.644	.979	.4592088	-.8146416	.945	.244	.64	1	-.663936	.216557	.94	.297	.938	.993	-.044592	.6436112	-.148	-.794	.994	.004	-.124	0	2																				
502	"Gourdon"	302	285	262	"Socialiste"	"Socialiste"	"Socialiste"	"Socialist"	"Socialist"	"Socialist"	.944	.666	-.705	.974	.4592088	-.8146416	.926	.241	.457	1	-.660288	.1951754	.955	.288	.958	1	-.0564832	.6644208	-.102	-.807	.993	.009	-.11	0	0																				
503	"Goussu"			263	"Not seated"	"Not seated"	"IPAS"	"Not seated"	"Not Seated"	"Right"													.858	.966	.05	.992	.7402272	-.4652432	-.195	.703	.984	.034	-.189																		2	1			
